repository,local_dir,status,seconds,size_bytes,size_human,timestamp,error
git@github.com:alibaba/ARouter.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/alibaba__ARouter,cloned,1.5,452662,442.1KB,2026-09-03T23:27:41,
git@github.com:alibaba/atlas.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/alibaba__atlas,cloned,1.7,3242803,3.1MB,2026-09-03T23:27:43,
git@github.com:alibaba/canal.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/alibaba__canal,cloned,1.7,3440019,3.3MB,2026-09-03T23:27:45,
git@github.com:alibaba/cobar.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/alibaba__cobar,cloned,1.3,124708,121.8KB,2026-09-03T23:27:46,
git@github.com:alibaba/druid.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/alibaba__druid,cloned,2.8,14336360,13.7MB,2026-09-03T23:27:49,
git@github.com:alibaba/java-dns-cache-manipulator.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/alibaba__java-dns-cache-manipulator,cloned,1.4,538001,525.4KB,2026-09-03T23:27:50,
git@github.com:alibaba/jstorm.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/alibaba__jstorm,cloned,1.5,984843,961.8KB,2026-09-03T23:27:52,
git@github.com:alibaba/jvm-sandbox.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/alibaba__jvm-sandbox,cloned,1.5,804496,785.6KB,2026-09-03T23:27:53,
git@github.com:alibaba/otter.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/alibaba__otter,cloned,1.2,369344,360.7KB,2026-09-03T23:27:54,
git@github.com:amzn/amazon-pay-sdk-java.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/amzn__amazon-pay-sdk-java,cloned,1.3,156709,153.0KB,2026-09-03T23:27:56,
git@github.com:amzn/exoplayer-amazon-port.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/amzn__exoplayer-amazon-port,cloned,5.4,30236004,28.8MB,2026-09-03T23:28:01,
git@github.com:amzn/ion-java.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/amzn__ion-java,cloned,1.9,3723871,3.6MB,2026-09-03T23:28:03,
git@github.com:apache/accumulo-testing.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__accumulo-testing,cloned,1.4,595210,581.3KB,2026-09-03T23:28:04,
git@github.com:apache/accumulo.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__accumulo,cloned,9.8,39111528,37.3MB,2026-09-03T23:28:14,
git@github.com:apache/activemq-apollo.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__activemq-apollo,cloned,1.9,4945651,4.7MB,2026-09-03T23:28:16,
git@github.com:apache/activemq-artemis.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__activemq-artemis,cloned,7.1,37120226,35.4MB,2026-09-03T23:28:23,
git@github.com:apache/activemq.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__activemq,cloned,5.9,28793007,27.5MB,2026-09-03T23:28:29,
git@github.com:apache/airavata.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__airavata,cloned,4.6,24800370,23.7MB,2026-09-03T23:28:34,
git@github.com:apache/ambari.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__ambari,cloned,12.0,82371880,78.6MB,2026-09-03T23:28:46,
git@github.com:apache/ant-ivy.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__ant-ivy,cloned,1.9,4612952,4.4MB,2026-09-03T23:28:48,
git@github.com:apache/ant-ivyde.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__ant-ivyde,cloned,1.4,983958,960.9KB,2026-09-03T23:28:49,
git@github.com:apache/ant.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__ant,cloned,4.0,21890941,20.9MB,2026-09-03T23:28:53,
git@github.com:apache/apex-core.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__apex-core,cloned,1.9,7623691,7.3MB,2026-09-03T23:28:55,
git@github.com:apache/apex-malhar.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__apex-malhar,cloned,2.7,11330225,10.8MB,2026-09-03T23:28:58,
git@github.com:apache/archiva.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__archiva,cloned,3.8,20499903,19.6MB,2026-09-03T23:29:01,
git@github.com:apache/aries-jax-rs-whiteboard.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__aries-jax-rs-whiteboard,cloned,1.4,922139,900.5KB,2026-09-03T23:29:03,
git@github.com:apache/aries-jpa.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__aries-jpa,cloned,1.9,451944,441.4KB,2026-09-03T23:29:05,
git@github.com:apache/aries-rsa.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__aries-rsa,cloned,1.6,2493363,2.4MB,2026-09-03T23:29:06,
git@github.com:apache/aries.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__aries,cloned,5.5,16416474,15.7MB,2026-09-03T23:29:12,
git@github.com:apache/asterixdb.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__asterixdb,cloned,7.4,47388339,45.2MB,2026-09-03T23:29:19,
git@github.com:apache/atlas.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__atlas,cloned,2.5,12686203,12.1MB,2026-09-03T23:29:22,
git@github.com:apache/attic-polygene-java.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__attic-polygene-java,cloned,2.8,15041130,14.3MB,2026-09-03T23:29:25,
git@github.com:apache/aurora.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__aurora,cloned,2.0,7859520,7.5MB,2026-09-03T23:29:27,
git@github.com:apache/avro.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__avro,cloned,3.0,14561897,13.9MB,2026-09-03T23:29:30,
git@github.com:apache/axis1-java.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__axis1-java,failed,1.0,0,0.0B,2026-09-03T23:29:31,"Cloning into '/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__axis1-java'...
remote: Repository not found.
fatal: repository 'https://github.com/apache/axis1-java.git/' not found"
git@github.com:apache/axis2-java.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__axis2-java,failed,0.8,0,0.0B,2026-09-03T23:29:31,"Cloning into '/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__axis2-java'...
remote: Repository not found.
fatal: repository 'https://github.com/apache/axis2-java.git/' not found"
git@github.com:apache/bahir-flink.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__bahir-flink,cloned,1.3,323967,316.4KB,2026-09-03T23:29:33,
git@github.com:apache/batik.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__batik,cloned,2.2,5912256,5.6MB,2026-09-03T23:29:35,
git@github.com:apache/beam.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__beam,cloned,44.2,165483782,157.8MB,2026-09-03T23:30:19,
git@github.com:apache/bigtop.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__bigtop,cloned,2.1,5484324,5.2MB,2026-09-03T23:30:21,
git@github.com:apache/bookkeeper.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__bookkeeper,cloned,5.2,27493786,26.2MB,2026-09-03T23:30:26,
git@github.com:apache/brooklyn-library.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__brooklyn-library,cloned,2.8,6614077,6.3MB,2026-09-03T23:30:29,
git@github.com:apache/brooklyn-server.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__brooklyn-server,cloned,15.2,27231275,26.0MB,2026-09-03T23:30:44,
git@github.com:apache/bval.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__bval,cloned,2.8,1762926,1.7MB,2026-09-03T23:30:47,
git@github.com:apache/calcite-avatica.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__calcite-avatica,cloned,5.8,6242576,6.0MB,2026-09-03T23:30:53,
git@github.com:apache/calcite.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__calcite,skipped_exists,0,77805429,74.2MB,2026-09-03T23:30:53,
git@github.com:apache/camel.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__camel,cloned,115.9,413554877,394.4MB,2026-09-03T23:32:49,
git@github.com:apache/cassandra.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__cassandra,cloned,8.4,58088687,55.4MB,2026-09-03T23:32:58,
git@github.com:apache/cayenne.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__cayenne,cloned,3.5,20241841,19.3MB,2026-09-03T23:33:01,
git@github.com:apache/chemistry-opencmis.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__chemistry-opencmis,cloned,2.0,5839975,5.6MB,2026-09-03T23:33:03,
git@github.com:apache/chukwa.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__chukwa,cloned,1.7,1395858,1.3MB,2026-09-03T23:33:05,
git@github.com:apache/clerezza.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__clerezza,cloned,1.8,5362279,5.1MB,2026-09-03T23:33:06,
git@github.com:apache/cloudstack.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__cloudstack,cloned,14.2,95805037,91.4MB,2026-09-03T23:33:21,
git@github.com:apache/cocoon.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__cocoon,cloned,5.1,27950492,26.7MB,2026-09-03T23:33:26,
git@github.com:apache/commons-beanutils.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__commons-beanutils,cloned,2.1,3598193,3.4MB,2026-09-03T23:33:28,
git@github.com:apache/commons-bsf.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__commons-bsf,cloned,1.4,1337819,1.3MB,2026-09-03T23:33:29,
git@github.com:apache/commons-chain.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__commons-chain,cloned,1.4,859072,838.9KB,2026-09-03T23:33:31,
git@github.com:apache/commons-collections.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__commons-collections,cloned,2.3,7642887,7.3MB,2026-09-03T23:33:33,
git@github.com:apache/commons-compress.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__commons-compress,cloned,2.6,8757774,8.4MB,2026-09-03T23:33:36,
git@github.com:apache/commons-configuration.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__commons-configuration,cloned,2.5,6991314,6.7MB,2026-09-03T23:33:38,
git@github.com:apache/commons-crypto.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__commons-crypto,cloned,1.4,1962087,1.9MB,2026-09-03T23:33:40,
git@github.com:apache/commons-dbcp.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__commons-dbcp,cloned,1.6,3701891,3.5MB,2026-09-03T23:33:41,
git@github.com:apache/commons-dbutils.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__commons-dbutils,cloned,1.5,1531925,1.5MB,2026-09-03T23:33:43,
git@github.com:apache/commons-digester.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__commons-digester,cloned,1.8,3548178,3.4MB,2026-09-03T23:33:44,
git@github.com:apache/commons-functor.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__commons-functor,cloned,1.5,1284415,1.2MB,2026-09-03T23:33:46,
git@github.com:apache/commons-imaging.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__commons-imaging,cloned,2.0,4525416,4.3MB,2026-09-03T23:33:48,
git@github.com:apache/commons-io.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__commons-io,cloned,2.3,7166793,6.8MB,2026-09-03T23:33:50,
git@github.com:apache/commons-jcs.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__commons-jcs,cloned,2.0,4786808,4.6MB,2026-09-03T23:33:52,
git@github.com:apache/commons-jelly.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__commons-jelly,skipped_exists,0,9671520,9.2MB,2026-09-03T23:33:52,
git@github.com:apache/commons-jexl.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__commons-jexl,cloned,2.1,5121698,4.9MB,2026-09-03T23:33:54,
git@github.com:apache/commons-jxpath.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__commons-jxpath,cloned,1.6,1904315,1.8MB,2026-09-03T23:33:56,
git@github.com:apache/commons-math.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__commons-math,cloned,3.4,11790637,11.2MB,2026-09-03T23:33:59,
git@github.com:apache/commons-net.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__commons-net,cloned,2.3,5070818,4.8MB,2026-09-03T23:34:02,
git@github.com:apache/commons-numbers.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__commons-numbers,cloned,1.9,3098447,3.0MB,2026-09-03T23:34:04,
git@github.com:apache/commons-ognl.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__commons-ognl,cloned,1.4,993854,970.6KB,2026-09-03T23:34:05,
git@github.com:apache/commons-pool.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__commons-pool,cloned,1.8,3906312,3.7MB,2026-09-03T23:34:07,
git@github.com:apache/commons-proxy.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__commons-proxy,cloned,1.5,805052,786.2KB,2026-09-03T23:34:08,
git@github.com:apache/commons-text.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__commons-text,cloned,1.8,2805850,2.7MB,2026-09-03T23:34:10,
git@github.com:apache/commons-validator.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__commons-validator,cloned,2.1,5329808,5.1MB,2026-09-03T23:34:12,
git@github.com:apache/commons-vfs.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__commons-vfs,cloned,2.2,6738048,6.4MB,2026-09-03T23:34:14,
git@github.com:apache/creadur-rat.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__creadur-rat,cloned,2.3,5877759,5.6MB,2026-09-03T23:34:17,
git@github.com:apache/crunch.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__crunch,cloned,1.6,2237778,2.1MB,2026-09-03T23:34:18,
git@github.com:apache/ctakes.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__ctakes,cloned,1.5,957602,935.2KB,2026-09-03T23:34:20,
git@github.com:apache/curator.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__curator,cloned,1.9,4624022,4.4MB,2026-09-03T23:34:22,
git@github.com:apache/cxf-fediz.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__cxf-fediz,cloned,1.9,5064154,4.8MB,2026-09-03T23:34:24,
git@github.com:apache/cxf.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__cxf,cloned,12.3,94938038,90.5MB,2026-09-03T23:34:36,
git@github.com:apache/datafu.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__datafu,cloned,1.3,764712,746.8KB,2026-09-03T23:34:37,
git@github.com:apache/deltaspike.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__deltaspike,cloned,1.9,6121571,5.8MB,2026-09-03T23:34:39,
git@github.com:apache/derby.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__derby,cloned,3.3,14584077,13.9MB,2026-09-03T23:34:42,
git@github.com:apache/directory-fortress-commander.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__directory-fortress-commander,cloned,1.3,460513,449.7KB,2026-09-03T23:34:44,
git@github.com:apache/directory-fortress-core.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__directory-fortress-core,cloned,1.5,2182251,2.1MB,2026-09-03T23:34:45,
git@github.com:apache/directory-kerby.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__directory-kerby,skipped_exists,0,16708796,15.9MB,2026-09-03T23:34:45,
git@github.com:apache/directory-ldap-api.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__directory-ldap-api,cloned,2.8,14768096,14.1MB,2026-09-03T23:34:48,
git@github.com:apache/directory-server.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__directory-server,cloned,4.9,27522003,26.2MB,2026-09-03T23:34:53,
git@github.com:apache/directory-studio.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__directory-studio,cloned,3.4,10576285,10.1MB,2026-09-03T23:34:56,
git@github.com:apache/drill.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__drill,cloned,4.3,17050997,16.3MB,2026-09-03T23:35:01,
git@github.com:apache/eagle.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__eagle,cloned,2.2,3824199,3.6MB,2026-09-03T23:35:03,
git@github.com:apache/empire-db.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__empire-db,cloned,1.8,2966657,2.8MB,2026-09-03T23:35:05,
git@github.com:apache/falcon.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__falcon,cloned,2.1,5709016,5.4MB,2026-09-03T23:35:07,
git@github.com:apache/felix.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__felix,cloned,4.6,27889912,26.6MB,2026-09-03T23:35:11,
git@github.com:apache/fineract-cn-customer.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__fineract-cn-customer,cloned,1.5,261293,255.2KB,2026-09-03T23:35:13,
git@github.com:apache/fineract-cn-portfolio.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__fineract-cn-portfolio,cloned,1.4,646243,631.1KB,2026-09-03T23:35:14,
git@github.com:apache/fineract.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__fineract,cloned,10.8,26324999,25.1MB,2026-09-03T23:35:25,
git@github.com:apache/flink.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__flink,cloned,37.0,160814195,153.4MB,2026-09-03T23:36:02,
git@github.com:apache/flume.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__flume,cloned,2.1,4279438,4.1MB,2026-09-03T23:36:04,
git@github.com:apache/fluo.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__fluo,cloned,1.5,1785935,1.7MB,2026-09-03T23:36:06,
git@github.com:apache/fop.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__fop,skipped_exists,0,150896335,143.9MB,2026-09-03T23:36:06,
git@github.com:apache/freemarker.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__freemarker,cloned,2.1,5800413,5.5MB,2026-09-03T23:36:08,
git@github.com:apache/geode.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__geode,cloned,28.3,50523775,48.2MB,2026-09-03T23:36:36,
git@github.com:apache/geronimo-xbean.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__geronimo-xbean,cloned,1.6,1869016,1.8MB,2026-09-03T23:36:38,
git@github.com:apache/giraph.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__giraph,cloned,1.5,2247773,2.1MB,2026-09-03T23:36:39,
