instance_id,sample_id,smell,severity_consensus,repository,path_at_label,code_name,original_commit_hash,commit_remapped,effective_commit_hash,head_sha_used,n_revisions_observed,persistence_revisions,persistence_days,days_anomalous_negative,censored,death_reason,labelled_commit_date,death_commit,death_commit_date,last_observed_commit,last_observed_commit_date,proxy_method
4139979::blob,4139979,blob,none,git@github.com:apache/calcite.git,core/src/main/java/org/apache/calcite/rel/core/RelFactories.java,org.apache.calcite.rel.core.RelFactories.CorrelateFactoryImpl,a648f9c12309cc253628930b0cab98591caa66ab,False,a648f9c12309cc253628930b0cab98591caa66ab,ef00dee7f460f75b90d0e6a46123d97342348f41,32,1,9,False,False,condition_no_longer_holds,2019-03-20T11:10:30-04:00,a3c0abd920e65afd47abc2afffd645d6f851ad15,2019-03-29T19:11:21-07:00,5cfe2a5e29addd07a9729cf416ec0421db8b7ba3,2025-12-15T11:44:00-08:00,entity_alive+size_shape_proxy_v1
4139979::data class,4139979,data class,none,git@github.com:apache/calcite.git,core/src/main/java/org/apache/calcite/rel/core/RelFactories.java,org.apache.calcite.rel.core.RelFactories.CorrelateFactoryImpl,a648f9c12309cc253628930b0cab98591caa66ab,False,a648f9c12309cc253628930b0cab98591caa66ab,ef00dee7f460f75b90d0e6a46123d97342348f41,32,1,9,False,False,condition_no_longer_holds,2019-03-20T11:10:30-04:00,a3c0abd920e65afd47abc2afffd645d6f851ad15,2019-03-29T19:11:21-07:00,5cfe2a5e29addd07a9729cf416ec0421db8b7ba3,2025-12-15T11:44:00-08:00,entity_alive+size_shape_proxy_v1
4140046::feature envy,4140046,feature envy,none,git@github.com:apache/calcite.git,core/src/main/java/org/apache/calcite/rel/rules/ReduceDecimalsRule.java,org.apache.calcite.rel.rules.ReduceDecimalsRule.RexExpander#makeMultiply RexNode|RexNode,a648f9c12309cc253628930b0cab98591caa66ab,False,a648f9c12309cc253628930b0cab98591caa66ab,ef00dee7f460f75b90d0e6a46123d97342348f41,17,17,2700,False,True,right_censored_at_last_observed_revision,2019-03-20T11:10:30-04:00,1d21c0ec8bf565fdfa12af986aa7eba5fb428553,2026-08-10T10:13:25-07:00,1d21c0ec8bf565fdfa12af986aa7eba5fb428553,2026-08-10T10:13:25-07:00,entity_alive+size_shape_proxy_v1
4140046::long method,4140046,long method,none,git@github.com:apache/calcite.git,core/src/main/java/org/apache/calcite/rel/rules/ReduceDecimalsRule.java,org.apache.calcite.rel.rules.ReduceDecimalsRule.RexExpander#makeMultiply RexNode|RexNode,a648f9c12309cc253628930b0cab98591caa66ab,False,a648f9c12309cc253628930b0cab98591caa66ab,ef00dee7f460f75b90d0e6a46123d97342348f41,17,1,133,False,False,condition_no_longer_holds,2019-03-20T11:10:30-04:00,fef2133ee6652688de7c6cd7ecb755cf5459cba1,2019-07-31T14:47:15-07:00,1d21c0ec8bf565fdfa12af986aa7eba5fb428553,2026-08-10T10:13:25-07:00,entity_alive+size_shape_proxy_v1
4140191::feature envy,4140191,feature envy,none,git@github.com:apache/calcite.git,linq4j/src/main/java/org/apache/calcite/linq4j/QueryableDefaults.java,"org.apache.calcite.linq4j.QueryableDefaults.selectManyN Queryable<T>|FunctionExpression<Function2<T, Integer, Enumerable<TResult>>>",a648f9c12309cc253628930b0cab98591caa66ab,False,a648f9c12309cc253628930b0cab98591caa66ab,ef00dee7f460f75b90d0e6a46123d97342348f41,5,1,269,False,False,condition_no_longer_holds,2019-03-20T11:10:30-04:00,571731b80a58eb095ebac7123285c375e7afff90,2019-12-14T18:57:27+03:00,abf05e39ee822bae2e5da6526aeb40bbbbe0ea2e,2023-06-08T16:21:23-07:00,entity_alive+size_shape_proxy_v1
4140191::long method,4140191,long method,none,git@github.com:apache/calcite.git,linq4j/src/main/java/org/apache/calcite/linq4j/QueryableDefaults.java,"org.apache.calcite.linq4j.QueryableDefaults.selectManyN Queryable<T>|FunctionExpression<Function2<T, Integer, Enumerable<TResult>>>",a648f9c12309cc253628930b0cab98591caa66ab,False,a648f9c12309cc253628930b0cab98591caa66ab,ef00dee7f460f75b90d0e6a46123d97342348f41,5,1,269,False,False,condition_no_longer_holds,2019-03-20T11:10:30-04:00,571731b80a58eb095ebac7123285c375e7afff90,2019-12-14T18:57:27+03:00,abf05e39ee822bae2e5da6526aeb40bbbbe0ea2e,2023-06-08T16:21:23-07:00,entity_alive+size_shape_proxy_v1
4140914::feature envy,4140914,feature envy,none,git@github.com:apache/calcite.git,core/src/main/java/org/apache/calcite/jdbc/CalciteSchema.java,org.apache.calcite.jdbc.CalciteSchema.SchemaPlusImpl#getFunctions String,a648f9c12309cc253628930b0cab98591caa66ab,False,a648f9c12309cc253628930b0cab98591caa66ab,ef00dee7f460f75b90d0e6a46123d97342348f41,14,1,70,False,False,condition_no_longer_holds,2019-03-20T11:10:30-04:00,5c477f0dee1b9f709016a63ae8e5b824fb560585,2019-05-29T10:30:15-07:00,dfbcc9bbc168a05c8ca309993b380e6def11b9d9,2025-03-21T09:16:12Z,entity_alive+size_shape_proxy_v1
4140914::long method,4140914,long method,none,git@github.com:apache/calcite.git,core/src/main/java/org/apache/calcite/jdbc/CalciteSchema.java,org.apache.calcite.jdbc.CalciteSchema.SchemaPlusImpl#getFunctions String,a648f9c12309cc253628930b0cab98591caa66ab,False,a648f9c12309cc253628930b0cab98591caa66ab,ef00dee7f460f75b90d0e6a46123d97342348f41,14,1,70,False,False,condition_no_longer_holds,2019-03-20T11:10:30-04:00,5c477f0dee1b9f709016a63ae8e5b824fb560585,2019-05-29T10:30:15-07:00,dfbcc9bbc168a05c8ca309993b380e6def11b9d9,2025-03-21T09:16:12Z,entity_alive+size_shape_proxy_v1
4141778::blob,4141778,blob,none,git@github.com:apache/calcite.git,core/src/main/java/org/apache/calcite/adapter/jdbc/JdbcRules.java,org.apache.calcite.adapter.jdbc.JdbcRules.JdbcValues,a648f9c12309cc253628930b0cab98591caa66ab,False,a648f9c12309cc253628930b0cab98591caa66ab,ef00dee7f460f75b90d0e6a46123d97342348f41,30,1,16,False,False,condition_no_longer_holds,2019-03-20T11:10:30-04:00,906183a35b6355b3f5e394ce838f5ea1dad09ad2,2019-04-05T15:22:54-07:00,394ec336d6e89884f817e1c3b3fa1c0da211fe59,2024-11-13T15:47:34-08:00,entity_alive+size_shape_proxy_v1
4141778::data class,4141778,data class,none,git@github.com:apache/calcite.git,core/src/main/java/org/apache/calcite/adapter/jdbc/JdbcRules.java,org.apache.calcite.adapter.jdbc.JdbcRules.JdbcValues,a648f9c12309cc253628930b0cab98591caa66ab,False,a648f9c12309cc253628930b0cab98591caa66ab,ef00dee7f460f75b90d0e6a46123d97342348f41,30,1,16,False,False,condition_no_longer_holds,2019-03-20T11:10:30-04:00,906183a35b6355b3f5e394ce838f5ea1dad09ad2,2019-04-05T15:22:54-07:00,394ec336d6e89884f817e1c3b3fa1c0da211fe59,2024-11-13T15:47:34-08:00,entity_alive+size_shape_proxy_v1
4142085::blob,4142085,blob,none,git@github.com:apache/calcite.git,core/src/main/java/org/apache/calcite/sql/SqlDialect.java,org.apache.calcite.sql.SqlDialect.Context,a648f9c12309cc253628930b0cab98591caa66ab,False,a648f9c12309cc253628930b0cab98591caa66ab,ef00dee7f460f75b90d0e6a46123d97342348f41,79,1,7,False,False,condition_no_longer_holds,2019-03-20T11:10:30-04:00,1f4b61989faec2a4b5a4a8eac58cd621843cf2b3,2019-03-27T11:12:44-07:00,e72d54dfa13aead34628606703352a5ff6eec6f3,2026-08-07T09:22:20+08:00,entity_alive+size_shape_proxy_v1
4142085::data class,4142085,data class,none,git@github.com:apache/calcite.git,core/src/main/java/org/apache/calcite/sql/SqlDialect.java,org.apache.calcite.sql.SqlDialect.Context,a648f9c12309cc253628930b0cab98591caa66ab,False,a648f9c12309cc253628930b0cab98591caa66ab,ef00dee7f460f75b90d0e6a46123d97342348f41,79,1,7,False,False,condition_no_longer_holds,2019-03-20T11:10:30-04:00,1f4b61989faec2a4b5a4a8eac58cd621843cf2b3,2019-03-27T11:12:44-07:00,e72d54dfa13aead34628606703352a5ff6eec6f3,2026-08-07T09:22:20+08:00,entity_alive+size_shape_proxy_v1
4144417::feature envy,4144417,feature envy,none,git@github.com:apache/calcite.git,core/src/main/java/org/apache/calcite/rel/rules/JoinCommuteRule.java,org.apache.calcite.rel.rules.JoinCommuteRule.swap Join,a648f9c12309cc253628930b0cab98591caa66ab,False,a648f9c12309cc253628930b0cab98591caa66ab,ef00dee7f460f75b90d0e6a46123d97342348f41,16,16,2330,False,True,right_censored_at_last_observed_revision,2019-03-20T11:10:30-04:00,0febc55f1773dd4221f501e97caa7ef8a6211045,2025-08-06T08:51:00+08:00,0febc55f1773dd4221f501e97caa7ef8a6211045,2025-08-06T08:51:00+08:00,entity_alive+size_shape_proxy_v1
