instance_id,sample_id,smell,type,code_name,repository,commit_hash,path,start_line,end_line,link,is_from_industry_relevant_project_raw,n_reviewers,severity_consensus,severity_tied,severity_values_seen
3699521::long method,3699521,long method,function,com.alibaba.otter.canal.protocol.CanalPacket.Unsub.Builder#buildPartial,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/protocol/src/main/java/com/alibaba/otter/canal/protocol/CanalPacket.java,7011,7019,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/protocol/src/main/java/com/alibaba/otter/canal/protocol/CanalPacket.java/#L7011-L7019,1,1,none,False,none
3699849::blob,3699849,blob,class,com.alibaba.otter.canal.spi.CanalMetricsService,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/server/src/main/java/com/alibaba/otter/canal/spi/CanalMetricsService.java,13,47,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/server/src/main/java/com/alibaba/otter/canal/spi/CanalMetricsService.java/#L13-L47,1,1,none,False,none
3699849::data class,3699849,data class,class,com.alibaba.otter.canal.spi.CanalMetricsService,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/server/src/main/java/com/alibaba/otter/canal/spi/CanalMetricsService.java,13,47,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/server/src/main/java/com/alibaba/otter/canal/spi/CanalMetricsService.java/#L13-L47,1,1,none,False,none
3700134::feature envy,3700134,feature envy,function,com.alibaba.otter.canal.common.utils.NamedThreadFactory.NamedThreadFactory String|boolean,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/common/src/main/java/com/alibaba/otter/canal/common/utils/NamedThreadFactory.java,43,48,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/common/src/main/java/com/alibaba/otter/canal/common/utils/NamedThreadFactory.java/#L43-L48,1,1,none,False,none
3700134::long method,3700134,long method,function,com.alibaba.otter.canal.common.utils.NamedThreadFactory.NamedThreadFactory String|boolean,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/common/src/main/java/com/alibaba/otter/canal/common/utils/NamedThreadFactory.java,43,48,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/common/src/main/java/com/alibaba/otter/canal/common/utils/NamedThreadFactory.java/#L43-L48,1,1,none,False,none
3700666::blob,3700666,blob,class,com.alibaba.otter.canal.protocol.CanalEntry.RowChange.Builder,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/protocol/src/main/java/com/alibaba/otter/canal/protocol/CanalEntry.java,8477,9689,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/protocol/src/main/java/com/alibaba/otter/canal/protocol/CanalEntry.java/#L8477-L9689,1,5,none,False,"none,minor,major,critical"
3700666::data class,3700666,data class,class,com.alibaba.otter.canal.protocol.CanalEntry.RowChange.Builder,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/protocol/src/main/java/com/alibaba/otter/canal/protocol/CanalEntry.java,8477,9689,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/protocol/src/main/java/com/alibaba/otter/canal/protocol/CanalEntry.java/#L8477-L9689,1,5,major,True,"none,minor,major"
3701394::feature envy,3701394,feature envy,function,com.taobao.tddl.dbsync.binlog.LogBuffer#getBeUint24 int,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/dbsync/src/main/java/com/taobao/tddl/dbsync/binlog/LogBuffer.java,441,449,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/dbsync/src/main/java/com/taobao/tddl/dbsync/binlog/LogBuffer.java/#L441-L449,1,1,none,False,none
3701394::long method,3701394,long method,function,com.taobao.tddl.dbsync.binlog.LogBuffer#getBeUint24 int,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/dbsync/src/main/java/com/taobao/tddl/dbsync/binlog/LogBuffer.java,441,449,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/dbsync/src/main/java/com/taobao/tddl/dbsync/binlog/LogBuffer.java/#L441-L449,1,1,none,False,none
3701417::feature envy,3701417,feature envy,function,com.taobao.tddl.dbsync.binlog.LogBuffer#getUlong56,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/dbsync/src/main/java/com/taobao/tddl/dbsync/binlog/LogBuffer.java,791,800,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/dbsync/src/main/java/com/taobao/tddl/dbsync/binlog/LogBuffer.java/#L791-L800,1,1,none,False,none
3701417::long method,3701417,long method,function,com.taobao.tddl.dbsync.binlog.LogBuffer#getUlong56,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/dbsync/src/main/java/com/taobao/tddl/dbsync/binlog/LogBuffer.java,791,800,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/dbsync/src/main/java/com/taobao/tddl/dbsync/binlog/LogBuffer.java/#L791-L800,1,1,none,False,none
3701614::feature envy,3701614,feature envy,function,com.alibaba.otter.canal.protocol.CanalEntry.Entry.Builder#mergeFrom com.google.protobuf.Message,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/protocol/src/main/java/com/alibaba/otter/canal/protocol/CanalEntry.java,956,963,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/protocol/src/main/java/com/alibaba/otter/canal/protocol/CanalEntry.java/#L956-L963,1,1,none,False,none
3701614::long method,3701614,long method,function,com.alibaba.otter.canal.protocol.CanalEntry.Entry.Builder#mergeFrom com.google.protobuf.Message,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/protocol/src/main/java/com/alibaba/otter/canal/protocol/CanalEntry.java,956,963,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/protocol/src/main/java/com/alibaba/otter/canal/protocol/CanalEntry.java/#L956-L963,1,1,none,False,none
3702984::blob,3702984,blob,class,com.alibaba.otter.canal.client.adapter.hbase.support.PhTypeUtil,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/client-adapter/hbase/src/main/java/com/alibaba/otter/canal/client/adapter/hbase/support/PhTypeUtil.java,21,609,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/client-adapter/hbase/src/main/java/com/alibaba/otter/canal/client/adapter/hbase/support/PhTypeUtil.java/#L21-L609,1,3,minor,False,"minor,critical"
3702984::data class,3702984,data class,class,com.alibaba.otter.canal.client.adapter.hbase.support.PhTypeUtil,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/client-adapter/hbase/src/main/java/com/alibaba/otter/canal/client/adapter/hbase/support/PhTypeUtil.java,21,609,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/client-adapter/hbase/src/main/java/com/alibaba/otter/canal/client/adapter/hbase/support/PhTypeUtil.java/#L21-L609,1,3,none,False,none
3703084::feature envy,3703084,feature envy,function,com.alibaba.otter.canal.protocol.CanalEntry.Header.parseFrom byte[]|com.google.protobuf.ExtensionRegistryLite,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/protocol/src/main/java/com/alibaba/otter/canal/protocol/CanalEntry.java,2389,2394,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/protocol/src/main/java/com/alibaba/otter/canal/protocol/CanalEntry.java/#L2389-L2394,1,1,none,False,none
3703084::long method,3703084,long method,function,com.alibaba.otter.canal.protocol.CanalEntry.Header.parseFrom byte[]|com.google.protobuf.ExtensionRegistryLite,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/protocol/src/main/java/com/alibaba/otter/canal/protocol/CanalEntry.java,2389,2394,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/protocol/src/main/java/com/alibaba/otter/canal/protocol/CanalEntry.java/#L2389-L2394,1,1,none,False,none
3705164::blob,3705164,blob,class,com.alibaba.otter.canal.protocol.ClientIdentity,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/protocol/src/main/java/com/alibaba/otter/canal/protocol/ClientIdentity.java,14,105,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/protocol/src/main/java/com/alibaba/otter/canal/protocol/ClientIdentity.java/#L14-L105,1,1,none,False,none
3705164::data class,3705164,data class,class,com.alibaba.otter.canal.protocol.ClientIdentity,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/protocol/src/main/java/com/alibaba/otter/canal/protocol/ClientIdentity.java,14,105,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/protocol/src/main/java/com/alibaba/otter/canal/protocol/ClientIdentity.java/#L14-L105,1,1,none,False,none
3709545::feature envy,3709545,feature envy,function,com.android.aapt.Resources.Source.parseFrom com.google.protobuf.CodedInputStream|com.google.protobuf.ExtensionRegistryLite,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/atlas-plugin/src/main/java/com/android/aapt/Resources.java,1339,1345,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/atlas-plugin/src/main/java/com/android/aapt/Resources.java/#L1339-L1345,1,1,none,False,none
3709545::long method,3709545,long method,function,com.android.aapt.Resources.Source.parseFrom com.google.protobuf.CodedInputStream|com.google.protobuf.ExtensionRegistryLite,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/atlas-plugin/src/main/java/com/android/aapt/Resources.java,1339,1345,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/atlas-plugin/src/main/java/com/android/aapt/Resources.java/#L1339-L1345,1,1,none,False,none
3710201::blob,3710201,blob,class,com.taobao.android.dex.Leb128,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/dex/Leb128.java,26,161,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/dex/Leb128.java/#L26-L161,1,1,none,False,none
3710201::data class,3710201,data class,class,com.taobao.android.dex.Leb128,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/dex/Leb128.java,26,161,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/dex/Leb128.java/#L26-L161,1,1,none,False,none
3711605::blob,3711605,blob,class,MavenWrapperDownloader,git@github.com:alibaba/java-dns-cache-manipulator.git,eab50ee5c27671f9159b55458301f9429b2fcc47,/.mvn/wrapper/MavenWrapperDownloader.java,25,110,https://github.com/alibaba/java-dns-cache-manipulator/blob/eab50ee5c27671f9159b55458301f9429b2fcc47/.mvn/wrapper/MavenWrapperDownloader.java/#L25-L110,1,2,minor,False,minor
3711605::data class,3711605,data class,class,MavenWrapperDownloader,git@github.com:alibaba/java-dns-cache-manipulator.git,eab50ee5c27671f9159b55458301f9429b2fcc47,/.mvn/wrapper/MavenWrapperDownloader.java,25,110,https://github.com/alibaba/java-dns-cache-manipulator/blob/eab50ee5c27671f9159b55458301f9429b2fcc47/.mvn/wrapper/MavenWrapperDownloader.java/#L25-L110,1,2,none,False,none
3715636::blob,3715636,blob,class,com.taobao.android.builder.tools.bundleinfo.model.BasicBundleInfo,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/atlas-plugin/src/main/java/com/taobao/android/builder/tools/bundleinfo/model/BasicBundleInfo.java,220,365,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/atlas-plugin/src/main/java/com/taobao/android/builder/tools/bundleinfo/model/BasicBundleInfo.java/#L220-L365,1,2,none,False,none
3715636::data class,3715636,data class,class,com.taobao.android.builder.tools.bundleinfo.model.BasicBundleInfo,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/atlas-plugin/src/main/java/com/taobao/android/builder/tools/bundleinfo/model/BasicBundleInfo.java,220,365,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/atlas-plugin/src/main/java/com/taobao/android/builder/tools/bundleinfo/model/BasicBundleInfo.java/#L220-L365,1,2,critical,False,critical
3717506::blob,3717506,blob,class,org.osgi.framework.BundleListener,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-core/src/main/java/org/osgi/framework/BundleListener.java,24,32,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-core/src/main/java/org/osgi/framework/BundleListener.java/#L24-L32,1,1,none,False,none
3717506::data class,3717506,data class,class,org.osgi.framework.BundleListener,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-core/src/main/java/org/osgi/framework/BundleListener.java,24,32,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-core/src/main/java/org/osgi/framework/BundleListener.java/#L24-L32,1,1,none,False,none
3717549::feature envy,3717549,feature envy,function,com.taobao.android.dx.merge.IndexMap#adjustAnnotationDirectory int,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/dx/merge/IndexMap.java,160,162,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/dx/merge/IndexMap.java/#L160-L162,1,1,none,False,none
3717549::long method,3717549,long method,function,com.taobao.android.dx.merge.IndexMap#adjustAnnotationDirectory int,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/dx/merge/IndexMap.java,160,162,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/dx/merge/IndexMap.java/#L160-L162,1,1,none,False,none
3717906::feature envy,3717906,feature envy,function,android.taobao.atlas.framework.bundlestorage.BundleArchiveRevision.BundleArchiveRevision String|File|File,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-core/src/main/java/android/taobao/atlas/framework/bundlestorage/BundleArchiveRevision.java,301,332,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-core/src/main/java/android/taobao/atlas/framework/bundlestorage/BundleArchiveRevision.java/#L301-L332,1,2,none,False,none
3717906::long method,3717906,long method,function,android.taobao.atlas.framework.bundlestorage.BundleArchiveRevision.BundleArchiveRevision String|File|File,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-core/src/main/java/android/taobao/atlas/framework/bundlestorage/BundleArchiveRevision.java,301,332,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-core/src/main/java/android/taobao/atlas/framework/bundlestorage/BundleArchiveRevision.java/#L301-L332,1,2,minor,False,minor
3719020::feature envy,3719020,feature envy,function,com.taobao.android.dx.command.dexer.Main.ClassDefItemConsumer.ClassDefItemConsumer String|Future<ClassDefItem>|int|int,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/dx/command/dexer/Main.java,1879,1885,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/dx/command/dexer/Main.java/#L1879-L1885,1,1,none,False,none
3719020::long method,3719020,long method,function,com.taobao.android.dx.command.dexer.Main.ClassDefItemConsumer.ClassDefItemConsumer String|Future<ClassDefItem>|int|int,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/dx/command/dexer/Main.java,1879,1885,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/dx/command/dexer/Main.java/#L1879-L1885,1,1,none,False,none
3721456::blob,3721456,blob,class,com.android.tools.r8.dex.AtlasVirtualFile.PackageMapDistributor,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/atlas-plugin/src/main/java/com/android/tools/r8/dex/AtlasVirtualFile.java,721,795,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/atlas-plugin/src/main/java/com/android/tools/r8/dex/AtlasVirtualFile.java/#L721-L795,1,1,none,False,none
3721456::data class,3721456,data class,class,com.android.tools.r8.dex.AtlasVirtualFile.PackageMapDistributor,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/atlas-plugin/src/main/java/com/android/tools/r8/dex/AtlasVirtualFile.java,721,795,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/atlas-plugin/src/main/java/com/android/tools/r8/dex/AtlasVirtualFile.java/#L721-L795,1,1,none,False,none
3722097::feature envy,3722097,feature envy,function,android.taobao.atlas.runtime.newcomponent.IntentResolver#register_mime_types F|String,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-core/src/main/java/android/taobao/atlas/runtime/newcomponent/IntentResolver.java,461,489,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-core/src/main/java/android/taobao/atlas/runtime/newcomponent/IntentResolver.java/#L461-L489,1,1,none,False,none
3722097::long method,3722097,long method,function,android.taobao.atlas.runtime.newcomponent.IntentResolver#register_mime_types F|String,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-core/src/main/java/android/taobao/atlas/runtime/newcomponent/IntentResolver.java,461,489,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-core/src/main/java/android/taobao/atlas/runtime/newcomponent/IntentResolver.java/#L461-L489,1,1,none,False,none
3722557::feature envy,3722557,feature envy,function,com.android.aapt.Resources.Item.Builder#setPrim com.android.aapt.Resources.Primitive,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/atlas-plugin/src/main/java/com/android/aapt/Resources.java,8680,8684,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/atlas-plugin/src/main/java/com/android/aapt/Resources.java/#L8680-L8684,1,1,none,False,none
3722557::long method,3722557,long method,function,com.android.aapt.Resources.Item.Builder#setPrim com.android.aapt.Resources.Primitive,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/atlas-plugin/src/main/java/com/android/aapt/Resources.java,8680,8684,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/atlas-plugin/src/main/java/com/android/aapt/Resources.java/#L8680-L8684,1,1,none,False,none
3723043::blob,3723043,blob,class,com.taobao.android.builder.extension.MultiDexConfig,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/atlas-plugin/src/main/java/com/taobao/android/builder/extension/MultiDexConfig.java,220,302,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/atlas-plugin/src/main/java/com/taobao/android/builder/extension/MultiDexConfig.java/#L220-L302,1,3,none,False,"none,minor"
3723043::data class,3723043,data class,class,com.taobao.android.builder.extension.MultiDexConfig,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/atlas-plugin/src/main/java/com/taobao/android/builder/extension/MultiDexConfig.java,220,302,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/atlas-plugin/src/main/java/com/taobao/android/builder/extension/MultiDexConfig.java/#L220-L302,1,3,critical,False,"major,critical"
